address	name	lontitude	latitude	worktime	phone
서울특별시 광진구 자양동 779-11 103, 104호	써브웨이 구의점	127.0829911	37.5378939	월 08:00-21:50, 화 08:00-21:50, 수 08:00-21:50, 목 08:00-21:50, 금 08:00-21:50, 토 08:00-21:50, 일 08:00-21:50	02-446-6444
서울특별시 송파구 방이동 63-1 부자등심	127.10879	37.5141067	월 11:30-22:00, 화 11:30-22:00, 수 11:30-22:00, 목 11:30-22:00, 금 11:30-22:00, 토 11:30-22:00, 일 11:30-22:00	02-412-3556
서울특별시 광진구 화양동 42-29	서소문순두부보쌈	127.065104	37.543677	월 11:00-22:00, 화 11:00-22:00, 수 11:00-22:00, 목 11:00-22:00, 금 11:00-22:00, 토 11:00-22:00, 일 11:00-22:00	02-497-4910
서울특별시 광진구 화양동 12-38 1층 건대연어덮밥	건대연어덮밥	127.0702067	37.5437753	월 정기휴무, 화 11:30-22:00, 수 11:30-22:00, 목 11:30-22:00, 금 11:30-22:00, 토 11:30-22:00, 일 11:30-22:00	02-498-9080
서울특별시 송파구 잠실동 40-1	채선당 샤브보트 롯데백화점 잠실점	127.1008216	37.5116539	월 10:30-20:00, 화 10:30-20:00, 수 10:30-20:00, 목 10:30-20:00, 금 10:30-20:00, 토 10:30-20:30, 일 10:30-20:30	02-2143-7013
서울특별시 강남구 논현동 141-16 101호 고소미부엌	고소미부엌 논현본점	127.0230456	37.5107267	월 10:30-20:30, 화 10:30-20:30, 수 10:30-20:30, 목 10:30-20:30, 금 10:30-20:30, 토 정기휴무, 일 정기휴무	02-545-4151
서울특별시 중구 북창동 14-5 1층	샐러디 서울시청점	126.9782375	37.5636921	월 08:00-21:00, 화 08:00-21:00, 수 08:00-21:00, 목 08:00-21:00, 금 08:00-21:00, 토 08:00-20:00, 일 08:00-20:00	02-318-2127
서울특별시 송파구 송파동 48-19	Poke all day 포케&샐러드 잠실점	127.1111142	37.5091599	월 10:00-20:30, 화 10:00-20:30, 수 10:00-20:30, 목 10:00-20:30, 금 10:00-20:30, 토 10:00-20:30, 일 10:00-20:30	02-424-2004
